,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
584,The Best You Had,3i0VfLdOUCks9DmAht65XI,"The Sun Will Come up, The Seasons Will Change",Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,"['alt z', 'dance pop', 'electropop', 'neo-singer-songwriter', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",176853,61,True,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,Life_Sucks,Sad,3,1
587,Opposite Of Loving Me - Stripped,4qMu6LIImRJVbxB70bdFJj,Opposite Of Loving Me (Stripped),Etham,5fywYLnKJi950Y5yMqavxm,"['alt z', 'pop', 'uk pop', 'viral pop']",211760,61,False,0.618,0.292,7,-10.826,0,0.0422,0.756,0.0,0.114,0.486,144.963,Life_Sucks,Sad,3,0
588,Why Don't You Love Me (feat. Demi Lovato),0cEBv7oJxFp3bfTFqWFI0R,Whatever,Hot Chelle Rae,6jTnHxhb6cDCaCu4rdvsQ0,"['australian pop', 'dance pop', 'dance rock', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",211413,61,False,0.53,0.802,2,-6.494,1,0.0362,0.121,0.0,0.118,0.566,148.054,Life_Sucks,Sad,3,0
589,Don't Forget About Me,4gVZhkcsZcwQ4mU1gEeXEO,XIII,CLOVES,355SqtHY4qKt2wIXrWku0c,['australian alternative pop'],268853,61,False,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,Life_Sucks,Sad,3,0
590,Champion,1z1mMZtZW0gvR9FSPc7JpJ,Champion,Elina,4K9OTkRXEFL6NDXFTqVmq9,"['alt z', 'australian pop', 'pop']",173237,61,False,0.65,0.171,6,-9.005,1,0.0519,0.921,0.0,0.127,0.284,119.522,Life_Sucks,Sad,3,0
591,The Hardest Part,1ODRbz1jZsSrTkpTVcYElX,Aftershock,Alexander 23,6sFHvCyqklnJpXC9Nh1aag,"['alt z', 'pop', 'uk pop']",203600,61,False,0.499,0.43,8,-8.932,1,0.0731,0.713,0.0,0.15,0.4,161.875,Life_Sucks,Sad,3,0
592,Heart Like Yours,1ym2ZnNbIV6TB4YUjAl2Z5,If I Stay (Original Motion Picture Soundtrack) [Deluxe Version],Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],200560,61,False,0.497,0.259,7,-9.782,1,0.033,0.879,0.0,0.102,0.338,140.117,Life_Sucks,Sad,3,0
593,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,"['gauze pop', 'indietronica', 'shiver pop']",238805,85,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,You_and_Me,Romance,4,0
594,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,6GpcBKNmZDIrRzYkPJu7Wd,"['indie pop', 'scandipop', 'swedish indie folk']",218883,75,False,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,You_and_Me,Romance,4,0
595,Call Me Lover,4Pg6x9W2ziSJh5iym9XRTB,Hypersonic Missiles,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,"['modern rock', 'north east england indie']",201106,60,False,0.505,0.599,8,-4.724,0,0.0376,0.177,0.0,0.078,0.467,86.084,You_and_Me,Romance,4,0
596,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",153000,83,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,You_and_Me,Romance,4,0
598,Fade Into You,1LzNfuep1bnAUR9skqdHCK,So Tonight That I Might See,Mazzy Star,37w38cCSGgKLdayTRjna4W,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'rock', 'shoegaze', 'slowcore']",295600,79,False,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,You_and_Me,Romance,4,0
599,Call Me Back,14KP6cmTImZmrcAC5m0Azd,Mirror Master,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,"['modern alternative rock', 'modern rock', 'rock']",237746,57,False,0.75,0.365,7,-6.741,1,0.0372,0.202,0.0082,0.122,0.101,89.981,You_and_Me,Romance,4,0
600,Adore,1rPCgtaIF0CyKRgAwhtpbF,Adore,Amy Shark,2DORQjKJVYZMx9uu82UGtT,['australian pop'],184999,57,False,0.592,0.438,1,-10.054,1,0.0391,0.193,0.0,0.0564,0.259,67.445,You_and_Me,Romance,4,0
601,twin flame,4pR5ZEROnKQpJttWNn5er6,mainstream sellout,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,"['ohio hip hop', 'pop', 'pop rap']",239212,69,False,0.402,0.27,0,-8.275,1,0.0342,0.46,0.0,0.235,0.123,140.036,You_and_Me,Romance,4,0
602,The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,Brand New Eyes,Paramore,74XFHRwlV6OrjEM0A2NCMF,"['candy pop', 'pixie', 'pop emo', 'pop punk']",267653,74,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,You_and_Me,Romance,4,0
604,Wait for Me,2nO1DYEg1X5GHi8SSuNJQj,Mechanical Bull (Expanded Edition),Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,"['modern rock', 'rock']",210133,65,False,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723,You_and_Me,Romance,4,0
605,Dream,25DpvTS4zsmLiVLx8Zv3N0,Smoke + Mirrors,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']",258000,56,False,0.346,0.509,1,-7.693,0,0.0514,0.674,7.97e-05,0.0685,0.115,143.437,You_and_Me,Romance,4,0
606,Empire,4M9lfUgDeLHu1fL2ZxZSlu,Beneath The Skin,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",260413,58,False,0.504,0.692,5,-6.32,0,0.0321,0.000422,0.000761,0.0919,0.544,118.96,You_and_Me,Romance,4,0
607,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,Missing Piece,Vance Joy,10exVja0key0uqUkk6LJRT,"['folk-pop', 'pop', 'pop rock']",217408,71,False,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,You_and_Me,Romance,4,0
608,I Love You So,4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,027TpXKGwdXP7iwbjUSpV8,['chicago indie'],160239,89,False,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,You_and_Me,Romance,4,0
609,Bloodstream,5I2UElY0XPnPhQhBTxBcq3,Stateless,Stateless,6msJKphD3VXZPItnztefdH,['british alternative rock'],313800,57,False,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,You_and_Me,Romance,4,0
610,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,For Abby,JAWNY,25pd339V2rRJo84USlcSRP,"['bedroom pop', 'indie pop']",135581,76,False,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,You_and_Me,Romance,4,0
611,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,Woodland,The Paper Kites,79hrYiudVcFyyxyJW0ipTy,"['australian indie folk', 'indie folk', 'stomp and holler']",210080,76,False,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,You_and_Me,Romance,4,0
614,Flashed Junk Mind,5mpLcXEsk3jjzLFGuNKk5I,Sadnecessary,Milky Chance,1hzfo8twXdOegF3xireCYs,['german pop'],262000,63,False,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,You_and_Me,Romance,4,0
615,Loveless,3XujDGA7LqWSHNQ0PaE7X0,Use Me,PVRIS,6oFs3qk4VepIVFdoD4jmsy,"['modern alternative rock', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",229466,53,False,0.486,0.374,4,-9.205,0,0.0294,0.667,1.16e-06,0.116,0.255,88.17,You_and_Me,Romance,4,0
616,Be There,2ZtkaadDGzsD1Mpd9TZ6DB,Wake,Andrew Simple,1M0cxaU3RraBiLTci09gxG,['indiecoustica'],235174,46,False,0.585,0.442,11,-10.478,1,0.0294,0.896,0.00613,0.0907,0.209,142.881,You_and_Me,Romance,4,0
618,Indigo Puff,3pJQY7UuX0DcE8pgLZhCjf,Indigo Puff,Sundara Karma,4fgXfJCQnK6c44u4KzAtQP,"['english indie rock', 'modern alternative rock', 'modern rock', 'reading indie', 'rock']",231721,59,False,0.585,0.556,2,-5.075,1,0.0274,0.000686,0.000132,0.151,0.414,142.144,You_and_Me,Romance,4,0
619,Particles,1W2TYUenzUdOOuATtQIWS2,Broken Machine (Deluxe),Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",235880,58,False,0.522,0.559,11,-5.151,0,0.0406,0.0021,1.11e-06,0.219,0.197,153.806,You_and_Me,Romance,4,0
620,She's Casual,3WLwkFXJpZ1VpDxAh0DXzz,100,The Hunna,7jZycSvTyx0W9poD4PjEIG,"['english indie rock', 'modern alternative rock', 'modern rock', 'rock', 'uk pop']",183760,51,False,0.435,0.591,2,-6.973,1,0.057,0.0132,0.0,0.101,0.0941,129.93,You_and_Me,Romance,4,0
621,Love's The Only Way,7eIODQbTgKeNawQtowZJEM,Social Cues,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,"['modern rock', 'punk blues', 'rock']",240546,51,False,0.245,0.331,0,-8.884,1,0.0341,0.639,0.0,0.105,0.101,72.741,You_and_Me,Romance,4,0
622,Patience,7n3u7RrzdXGVcclBEp9aSa,Patience,Chris Cornell,0XHiH53dHrvbwfjYM7en7I,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",253120,58,False,0.597,0.646,6,-7.378,0,0.0344,0.28,0.0,0.111,0.364,126.951,You_and_Me,Romance,4,0
624,Hanging On,6o4lFpp8OAFhBqGQbWyAob,You Are All I See,Active Child,54KTsBl98buzGkELjGlnuU,"['chillwave', 'metropopolis']",321453,50,False,0.572,0.535,8,-8.919,1,0.0284,0.284,0.0587,0.128,0.252,134.962,You_and_Me,Romance,4,0
627,Purple,5zzbToGMuEli0E7RVFIhDA,Purple,Hollow Coves,7IAFAOtc9kTYNTizhLSWM6,['indie folk'],265962,58,False,0.593,0.676,7,-7.472,1,0.026,0.126,0.0803,0.091,0.365,108.041,You_and_Me,Romance,4,0
628,Half Your Love,0ut7f4KB9sZQ8uhA4HyOMt,Sad Hunk,Bahamas,4C50EbCS11M0VbGyH3OfLt,"['canadian indie', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'stomp and holler']",144186,60,False,0.73,0.249,9,-9.888,0,0.0344,0.886,0.0,0.096,0.332,132.007,You_and_Me,Romance,4,0
629,Old Pine,3CAX47TnPqTujLIQTw8nwI,Every Kingdom,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",328506,69,False,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,You_and_Me,Romance,4,0
630,Born To Die,54F7uOTyfsusa19TjEcHW9,Born To Die,JJ Wilde,1pLZeUSXJwVVJSPhmBSwf6,['canadian rock'],172324,46,False,0.661,0.699,7,-5.037,1,0.0392,0.0976,0.0,0.14,0.592,135.04,You_and_Me,Romance,4,0
631,Astronaut (Something About Your Love),61c96X4Th7oYdSDxIOEV3k,Shadowboxer,Mansionair,4qOzMSukiZoiSjPQw8Zs7s,"['aussietronica', 'electropop', 'indietronica', 'vapor soul']",202694,50,False,0.735,0.555,5,-8.738,0,0.094,0.219,0.00492,0.111,0.346,106.057,You_and_Me,Romance,4,0
632,The Enemy,6xJOhSm4SvZwzy3uhWz26O,Black Bear,Andrew Belle,3UAk61T8PItbpgEi9u7ofY,"['acoustic pop', 'indie folk', 'neo mellow']",286865,63,False,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,You_and_Me,Romance,4,0
634,Stars Are on Your Side,5dH4xnErpUOIDrGySWGkfJ,Stars Are on Your Side,Ross Copperman,5nHR37FDSU4I0QQta0AZ1C,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",218004,50,False,0.255,0.625,0,-8.31,1,0.0323,0.63,0.000211,0.0976,0.191,84.611,You_and_Me,Romance,4,0
636,Litost,7HyvbdOddwXEGzKoLNxhKG,Love Songs Drug Songs,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",321386,50,False,0.456,0.459,9,-8.416,0,0.0356,0.0703,0.000183,0.11,0.167,120.009,You_and_Me,Romance,4,0
637,"Lover, Please Stay",3QxCvkqWdkMqy3CPxOhZ24,Nothing But Thieves (Deluxe),Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",247186,54,False,0.269,0.122,1,-10.408,1,0.0334,0.952,0.0,0.0915,0.118,83.967,You_and_Me,Romance,4,0
639,Make It Wit Chu,0Cgd3CK6D2hhbwmLRvtscH,Era Vulgaris,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",290493,55,False,0.704,0.811,9,-5.308,1,0.0277,0.355,0.000189,0.13,0.578,91.97,You_and_Me,Romance,4,0
640,Julia,01OOLvNYxeSttThtUj8Mor,Leave What's Lost Behind,Colony House,6R664N4cEza3eORSqKSgO4,"['indie poptimism', 'indiecoustica', 'modern rock', 'stomp and holler']",205413,45,False,0.558,0.558,4,-10.455,1,0.0367,0.706,6.83e-05,0.27,0.524,139.914,You_and_Me,Romance,4,0
641,Honest,1xJ8RjDucztPOKB0ek95tf,The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack),Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],237560,57,False,0.578,0.37,6,-13.379,0,0.0506,0.00849,0.00937,0.131,0.0635,96.243,You_and_Me,Romance,4,0
642,The Way We Say Goodbye,7sZG4nOCgGfXE00SCuyngO,What's It Like Over There?,Circa Waves,6hl5k4gLl1p3sjhHcb57t2,"['britpop revival', 'english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",243532,50,False,0.474,0.536,0,-8.393,1,0.0286,0.00223,0.0146,0.0509,0.0789,125.959,You_and_Me,Romance,4,0
643,The Woods,5ocjpwbvnbO2pnAvEa0b2u,The Woods,Diamond Thug,4mXcRr0lognLc6xSb1vUTX,"['cape town indie', 'south african alternative', 'south african rock']",191960,42,False,0.571,0.556,7,-8.413,0,0.033,0.454,0.0809,0.107,0.0622,85.009,You_and_Me,Romance,4,0
644,Big Jet Plane,3WGsYiBXmaT8XyY4Fmry2v,Down the Way,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr,['australian indie folk'],239146,66,False,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.274,109.959,You_and_Me,Romance,4,0
645,1435,4aIoSHvifFFzGMOeZbztDh,1435,Selfish Things,4iQ7b56FZ0A06oJ0rt0paz,['canadian rock'],292373,43,False,0.58,0.353,0,-9.295,1,0.0265,0.0616,4.3e-05,0.128,0.242,141.987,You_and_Me,Romance,4,0
646,Loneliness,71v8qnPTtFJKKFcyLV2Sjz,Birthday Boy,Aaron Taos,3AcBSoCVhxILXJnfLcJb66,['brooklyn indie'],244000,44,False,0.616,0.488,4,-5.92,1,0.0252,0.242,0.000287,0.0944,0.0941,90.067,You_and_Me,Romance,4,0
648,Georgia,429EttO8gs0bDo2SQfUNSm,Dream Your Life Away (Special Edition),Vance Joy,10exVja0key0uqUkk6LJRT,"['folk-pop', 'pop', 'pop rock']",230506,67,False,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,You_and_Me,Romance,4,0
649,Heart Beat Here,4NEAoEh4hZF1Tgp1QXrUHC,Crooked Shadows,Dashboard Confessional,4ERtgeBbWRkFzIz6LaFCeY,"['emo', 'neo mellow', 'pop punk', 'pop rock']",207200,50,False,0.568,0.302,6,-7.817,1,0.0281,0.21,0.0,0.104,0.214,83.413,You_and_Me,Romance,4,0
651,Can't Get You Out of My Head,6mtTiVREzK3kV0E65MXCZo,Can't Get You Out of My Head,Johnny Goth,1ejkQAcOu9cl7kEbZ3Nb8b,['bedroom pop'],190728,44,False,0.396,0.682,8,-10.828,1,0.0356,0.00588,0.127,0.12,0.262,150.932,You_and_Me,Romance,4,0
652,Just Say When (Version 2.0),4JtUz0ZcInSokkKBalijhd,Just Say When (Version 2.0),NOTHING MORE,39VNwvlQTqE9SvgPjjnMpc,['alternative metal'],224343,48,False,0.456,0.579,0,-5.665,1,0.0311,0.0898,2.48e-06,0.0992,0.164,147.28,You_and_Me,Romance,4,0
654,Swing,3UKIiR93VUGPRcrAmCHU2Y,Swing,Josiah and the Bonnevilles,3FMcVBx2TMq2f5gEPcUieC,"['deep new americana', 'indie folk', 'modern folk rock', 'stomp and holler']",182973,45,False,0.46,0.707,11,-5.763,1,0.0346,0.00239,0.0,0.107,0.539,167.973,You_and_Me,Romance,4,0
655,Trembling Hands,1RmbJuUUXafxb6kEZigEcg,The Temper Trap,The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,['modern rock'],279693,39,False,0.415,0.596,0,-5.429,1,0.0292,0.0571,0.000727,0.111,0.0428,135.243,You_and_Me,Romance,4,0
657,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,A Brief Inquiry Into Online Relationships,The 1975,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'rock']",248335,73,False,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,You_and_Me,Romance,4,0
658,"Sleepwalking, Pt. I (Acoustic)",2Y5v72rZR7ym6LRbh5NilJ,"Sleepwalking, Pt. I (Acoustic)",Alvarez Kings,1lGiUJqrkVkPL9auz3Fmcf,['sheffield indie'],201666,42,False,0.396,0.466,0,-6.106,1,0.029,0.799,0.0,0.0943,0.556,168.053,You_and_Me,Romance,4,0
659,"Shake, Shake, Shake",4dI4oscajpdtjpg2dP1x28,Shake! Shake! Shake!,Bronze Radio Return,2ic4xySjQ39N7DJ0HZemeG,"['connecticut indie', 'indie folk', 'indie poptimism', 'modern rock', 'neo mellow', 'pop rock', 'stomp and holler', 'stomp pop']",163236,56,False,0.727,0.678,10,-5.136,1,0.0626,0.0807,0.000564,0.115,0.204,119.957,You_and_Me,Romance,4,0
660,Love Letter - At Home,289CYS8Ws26XGrg1dbeY6d,Love Letter (At Home),Death From Above 1979,18H0sAptzdwid08XGg1Lcj,"['alternative dance', 'alternative rock', 'canadian rock', 'dance-punk', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock']",200080,40,False,0.371,0.202,0,-13.278,1,0.0464,0.87,0.000716,0.0983,0.0681,74.854,You_and_Me,Romance,4,0
661,Scary Love,6TA5aymvVrtiPVbuAwmPIc,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",222666,69,False,0.595,0.636,5,-5.981,0,0.0312,9.45e-05,0.0529,0.196,0.147,112.008,You_and_Me,Romance,4,0
662,Time to Wander,4LDVjxkzOKa7YUxjO1x74S,Gilgamesh,Gypsy & The Cat,54xBWCXYw0pydXBknIdiC6,"['alternative dance', 'australian indie']",234172,40,False,0.556,0.881,2,-4.624,1,0.0528,0.00174,0.116,0.0685,0.115,135.025,You_and_Me,Romance,4,0
664,Free Animal,5nQvUs9YQeg3vshSzydlRw,Free Animal,Foreign Air,5ApQnMT6oR8eLguf24xb9S,"['charlotte nc indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'vapor soul']",180213,58,False,0.577,0.583,5,-7.257,0,0.0433,0.0904,0.0,0.0937,0.406,80.002,You_and_Me,Romance,4,0
665,Flowers in Your Hair,3Hvg5tRKsQlX25wYwgMF9p,The Lumineers,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,"['folk-pop', 'stomp and holler']",109735,69,False,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,You_and_Me,Romance,4,0
666,Simple Pleasures,3SFyR2ii2zKh4BU0QJuJ1G,Shangri La,Jake Bugg,4hf3caW9H8uFwwbv5pFjcg,"['modern rock', 'nottingham indie', 'rock']",301714,40,False,0.391,0.563,1,-3.872,0,0.0324,0.0717,0.0,0.112,0.222,157.444,You_and_Me,Romance,4,0
667,Better Life,08LxaBHzxNSxHdCSitATLW,The Peace of Wild Things,Paper Route,2EoJ4ILZNAHjVtZgmWBaID,['christian rock'],286693,40,False,0.548,0.838,1,-4.981,1,0.0363,0.291,2.7e-06,0.179,0.672,98.007,You_and_Me,Romance,4,0
670,Float,3yt2uGIGep27Q3vtwMXM7d,Stop Talking,Pacific Air,3LedjkHgJTjLJfDTM5YgmD,"['la indie', 'shimmer pop']",198986,46,False,0.706,0.65,9,-7.299,0,0.0357,0.069,3.45e-06,0.181,0.625,120.005,You_and_Me,Romance,4,0
671,Want You Like That,0aKWr5K7ydkegVoxd3dBeM,Love and Other Lies,Charlotte Sands,2cAXhrWAztXGwk6r15ibW2,"['alt z', 'pop punk']",174565,47,True,0.469,0.619,8,-4.72,1,0.0469,0.00187,0.0,0.219,0.539,157.974,You_and_Me,Romance,4,1
672,I Must Be In Love,1P9KM0iwzW8e900blTRJWJ,I Must Be In Love,Aaron Taos,3AcBSoCVhxILXJnfLcJb66,['brooklyn indie'],166833,44,True,0.577,0.687,0,-6.389,1,0.0365,0.133,0.000212,0.126,0.316,143.994,You_and_Me,Romance,4,1
677,Pieces,2DHDuADAHoUW6n0z80RLQF,Black Bear,Andrew Belle,3UAk61T8PItbpgEi9u7ofY,"['acoustic pop', 'indie folk', 'neo mellow']",241119,60,False,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,You_and_Me,Romance,4,0
678,Missing You,71BRpopwW5EPyj7dLaKEWn,Dwntwn,DWNTWN,1FF7wG3PnqUXBsLBIY3fVt,"['gauze pop', 'indie poptimism', 'la indie', 'shimmer pop', 'vapor pop']",225520,40,False,0.381,0.698,11,-8.561,1,0.0447,0.0695,0.000132,0.104,0.344,131.643,You_and_Me,Romance,4,0
679,Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,Dream Your Life Away (Special Edition),Vance Joy,10exVja0key0uqUkk6LJRT,"['folk-pop', 'pop', 'pop rock']",223640,67,False,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,You_and_Me,Romance,4,0
680,If I Get High,3O2pB9JHreUZ9F83qSNmu8,Nothing But Thieves (Deluxe),Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']",206560,55,False,0.441,0.57,4,-5.584,1,0.032,0.0104,0.0146,0.123,0.117,139.876,You_and_Me,Romance,4,0
681,Will Do,5iHK8VI9XkJJdXQHCBXeM4,Nine Types of Light,TV On The Radio,3HJIB8sYPyxrFGuwvKXSLR,"['alternative dance', 'alternative rock', 'brooklyn indie', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'stomp and holler']",224986,57,False,0.563,0.857,2,-3.454,0,0.0364,0.0146,0.00818,0.0681,0.422,79.979,You_and_Me,Romance,4,0
683,Echo,3ypXaNibspfxvUIKpzUkfz,Morning View,Incubus,3YcBF2ttyueytpXtEzn1Za,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",214333,54,False,0.588,0.543,2,-10.596,1,0.0268,0.182,0.000516,0.11,0.21,135.95,You_and_Me,Romance,4,0
684,YOU,1DjjssAfCcElLoXDVRLq0Q,17 HERO,Morgan Saint,21SbAgLQ2SteuYiKXTBDns,['nyc pop'],231813,47,False,0.385,0.413,8,-11.058,1,0.0696,0.841,0.000968,0.128,0.153,143.225,You_and_Me,Romance,4,0
685,All For You,6VVd4kRfzBsZqFbvEAjloh,Love Gloom,Night Riots,67Dg546QfThu4PuanvFD8y,"['indie poptimism', 'modern alternative rock', 'modern rock']",235334,46,False,0.475,0.881,2,-3.208,1,0.0574,0.0103,2.48e-06,0.0739,0.427,140.912,You_and_Me,Romance,4,0
687,Crystals,5wU6jk9kxYzFGUpeE6T2Q5,Beneath The Skin,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,"['folk-pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",243520,61,False,0.581,0.747,0,-7.207,1,0.0303,0.00202,0.000449,0.109,0.325,132.195,You_and_Me,Romance,4,0
688,Guru,5M7IGym8CgSVOMNvDAGheL,Coast Modern,Coast Modern,4wYk01oPJNfaEssVFL46oQ,"['indie poptimism', 'indie rock', 'modern alternative rock', 'modern rock']",204066,61,False,0.76,0.674,3,-6.425,1,0.0411,0.231,0.0027,0.0728,0.797,140.022,You_and_Me,Romance,4,0
689,The Ghost Who Walks,3KrujCpaooRF2xXc7cfULh,The Ghost Who Walks,Karen Elson,0XKPHX4BZDrtSEr3Pd1Q4k,['british singer-songwriter'],182026,40,False,0.475,0.765,0,-5.914,0,0.0455,0.239,0.0191,0.0831,0.328,90.077,You_and_Me,Romance,4,0
690,Don't Move,3p0rvHL2zfHAlXAgnHC4GI,Nightlife,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,"['indietronica', 'metropopolis', 'modern rock']",258186,57,False,0.558,0.642,5,-5.206,0,0.0321,7.19e-05,0.00746,0.201,0.482,99.977,You_and_Me,Romance,4,0
693,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",240400,93,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,Love_Letter,Romance,4,0
694,Yellow,3AJwUDP919kvQ9QcozQPxg,Parachutes,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",266773,90,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,Love_Letter,Romance,4,0
697,Sparks,7D0RhFcb3CrfPuTJ0obrod,Parachutes,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",227093,87,False,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,Love_Letter,Romance,4,0
701,There Is a Light That Never Goes Out - 2011 Remaster,0WQiDwKJclirSYG9v5tayI,The Queen Is Dead,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",244586,81,False,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,Love_Letter,Romance,4,0
